Country,CountryCode,1-Jan-20,2-Jan-20,3-Jan-20,4-Jan-20,5-Jan-20,6-Jan-20,7-Jan-20,8-Jan-20,9-Jan-20,10-Jan-20,11-Jan-20,12-Jan-20,13-Jan-20,14-Jan-20,15-Jan-20,16-Jan-20,17-Jan-20,18-Jan-20,19-Jan-20,20-Jan-20,21-Jan-20,22-Jan-20,23-Jan-20,24-Jan-20,25-Jan-20,26-Jan-20,27-Jan-20,28-Jan-20,29-Jan-20,30-Jan-20,31-Jan-20,1-Feb-20,2-Feb-20,3-Feb-20,4-Feb-20,5-Feb-20,6-Feb-20,7-Feb-20,8-Feb-20,9-Feb-20,10-Feb-20,11-Feb-20,12-Feb-20,13-Feb-20,14-Feb-20,15-Feb-20,16-Feb-20,17-Feb-20,18-Feb-20,19-Feb-20,20-Feb-20,21-Feb-20,22-Feb-20,23-Feb-20,24-Feb-20,25-Feb-20,26-Feb-20,27-Feb-20,28-Feb-20,29-Feb-20,1-Mar-20,2-Mar-20,3-Mar-20,4-Mar-20,5-Mar-20,6-Mar-20,7-Mar-20,8-Mar-20,9-Mar-20,10-Mar-20,11-Mar-20,12-Mar-20,13-Mar-20,14-Mar-20,15-Mar-20,16-Mar-20,17-Mar-20,18-Mar-20,19-Mar-20,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20,27-Mar-20,28-Mar-20,29-Mar-20,30-Mar-20,31-Mar-20,1-Apr-20,2-Apr-20,3-Apr-20,4-Apr-20,5-Apr-20,6-Apr-20,7-Apr-20,8-Apr-20,9-Apr-20,10-Apr-20,11-Apr-20,12-Apr-20,13-Apr-20,14-Apr-20,15-Apr-20,16-Apr-20,17-Apr-20,18-Apr-20,19-Apr-20,20-Apr-20,21-Apr-20,SUM_SevIndex,Days_Not_0,Avg_LockdownSeverity
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,33.33000183,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,47.61999893,47.61999893,47.61999893,61.90000153,61.90000153,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.,.,4838.109986,90,53.75677762
Guam,GUM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,.,.,.,.,.,.,.,.,309.5000077,5,61.90000153
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,47.61999893,47.61999893,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,66.66999817,66.66999817,66.66999817,71.43000031,71.43000031,71.43000031,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1880.820002,71,26.49042256
Hong Kong,HKG,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,47.61999893,57.13999939,66.66999817,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.,7095.209835,111,63.92080933
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,42.86000061,42.86000061,42.86000061,57.13999939,57.13999939,57.13999939,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,2185.780004,38,57.52052641
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,33.33000183,33.33000183,33.33000183,38.09999847,47.61999893,61.90000153,66.66999817,66.66999817,71.43000031,76.19000244,85.70999908,85.70999908,95.23999786,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.,4242.809998,77,55.10142854
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,.,.,.,.,.,.,.,.,.,.,.,.,.,2647.670019,41,64.57731754
Indonesia,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,28.56999969,28.56999969,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,14.28999996,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,33.33000183,33.33000183,42.86000061,42.86000061,66.66999817,76.19000244,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,.,.,.,.,.,.,.,.,3933.46,90,43.70511111
India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,38.09999847,38.09999847,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,61.90000153,61.90000153,66.66999817,76.19000244,85.70999908,85.70999908,90.48000336,90.48000336,90.48000336,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4849.989998,87,55.74701147
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.,.,.,.,.,.,2680.779999,51,52.5643137
Iran,IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,14.28999996,14.28999996,14.28999996,14.28999996,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,66.66999817,66.66999817,66.66999817,.,.,.,.,.,.,.,.,3104.760033,54,57.49555616
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80999947,23.80999947,23.80999947,23.80999947,42.86000061,42.86000061,52.38000107,52.38000107,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,90.48000336,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,90.48000336,90.48000336,90.48000336,90.48000336,.,.,.,.,.,.,.,.,.,.,.,.,.,76.19000244,.,3357.139992,47,71.42851046
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,23.80999947,28.56999969,28.56999969,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,.,.,.,.,.,.,.,.,.,2154.910016,81,26.60382735
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,52.38000107,52.38000107,66.66999817,76.19000244,85.70999908,90.48000336,90.48000336,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,4419.099976,75,58.92133302
Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,38.09999847,47.61999893,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,80.94999695,85.70999908,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,.,.,.,.,.,5404.849942,85,63.58646991
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,47.61999893,47.61999893,52.38000107,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,.,.,.,.,.,.,.,.,4057.269888,74,54.82797146
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,42.86000061,42.86000061,42.86000061,85.70999908,85.70999908,85.70999908,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,3785.749978,50,75.71499956
Japan,JPN,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,.,.,.,.,.,3747.509995,101,37.10405935
Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,23.80999947,23.80999947,23.80999947,57.13999939,57.13999939,57.13999939,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.,.,.,.,.,.,.,.,.,.,.,.,2038.040013,29,70.27724184
Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,33.33000183,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,54.75999832,69.05000305,69.05000305,69.05000305,69.05000305,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,73.80999756,.,.,.,.,.,.,2649.969975,87,30.459425
Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,23.80999947,23.80999947,23.80999947,23.80999947,38.09999847,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,57.13999939,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,3033.260014,52,58.33192334
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,19.04999924,19.04999924,19.04999924,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,52.38000107,52.38000107,57.13999939,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,71.43000031,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,.,.,.,.,.,4933.249971,88,56.05965876
Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,47.61999893,47.61999893,47.61999893,47.61999893,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,.,.,.,.,.,4357.349891,85,51.26293989
Laos,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80999947,23.80999947,23.80999947,23.80999947,33.33000183,33.33000183,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,47.61999893,47.61999893,47.61999893,66.66999817,95.23999786,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,2052.41,32,64.1378125
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,28.56999969,28.56999969,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,57.13999939,57.13999939,57.13999939,57.13999939,85.70999908,85.70999908,100,100,100,100,100,100,90.48000336,100,100,100,100,100,100,100,100,100,100,100,95.23999786,95.23999786,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,4080.969997,64,63.76515621
Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,35.70999908,52.38000107,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,.,.,.,.,.,.,3693.089924,82,45.037682
